track_title,artist_name,spotify_album,spotify_release_date,spotify_duration_ms,spotify_popularity,spotify_genres,spotify_danceability,spotify_energy,spotify_valence,spotify_acousticness,spotify_instrumentalness,spotify_liveness,spotify_speechiness,spotify_tempo,spotify_mode,spotify_loudness,spotify_time_signature
WE ALL STAND TOGETHER,PAUL MCCARTNEY,All The Best (UK Version),1987-11-02,263373,44,classic rock,,,,,,,,,,,
I Want to Come Home for Christmas,Ne-Yo,Another Kind Of Christmas (Deluxe Edition),2022-11-11,220103,27,dance pop,,,,,,,,,,,
Amazing Day,Coldplay,A Head Full of Dreams,2015-12-04,271106,55,permanent wave,,,,,,,,,,,
HOME THIS CHRISTMAS,JUSTIN BIEBER feat. THE BAND PERRY,Under The Mistletoe (Deluxe Edition),2011-01-01,204400,53,canadian pop,,,,,,,,,,,
COMING AROUND AGAIN,CARLY SIMON,Coming Around Again,1987-04-01,218493,62,classic rock,,,,,,,,,,,
MAKE IT TO CHRISTMAS,ALESSIA CARA,Make It To Christmas,2019-11-08,211013,67,canadian contemporary r&b,,,,,,,,,,,
TQG,Karol G ,MAÑANA SERÁ BONITO,2023-02-24,197933,80,reggaeton,,,,,,,,,,,
Overjoyed,Stevie Wonder,In Square Circle,1985-09-13,222586,56,motown,,,,,,,,,,,
You and Me and Christmas,LeAnn Rimes,"It's Christmas, Eve (Original Motion Picture Soundtrack)",2018-10-12,161466,37,country,,,,,,,,,,,
CHRISTMAS WITHOUT YOU,AVA MAX,Christmas Without You,2020-10-15,169245,76,pop,,,,,,,,,,,
Stay another Day,East 17,Steam,1994-01-01,267133,62,boy band,,,,,,,,,,,
FALL IN LOVE AT CHRISTMAS,"MARIAH CAREY, KHALID & KIRK FRANKLIN",Fall in Love at Christmas,2021-11-05,308000,56,dance pop,,,,,,,,,,,
Alô,"Plutónio, Dillaz",O Próprio,2024-02-16,211714,61,hip hop tuga,,,,,,,,,,,
Não É Fácil,Ivandro,Não É Fácil,2020-07-17,180800,35,hip hop tuga,,,,,,,,,,,
Presépio de Lata,Rui Veloso,Avenidas,1998-01-01,255706,11,portuguese rock,,,,,,,,,,,
CHRISTMAS TREE FARM,TAYLOR SWIFT,Christmas Tree Farm,2019-12-06,228026,79,pop,,,,,,,,,,,
Christmas Time to Me,Jordin Sparks,The Best Man Holiday: Original Motion Picture Soundtrack,2013-10-25,173213,44,dance pop,,,,,,,,,,,
THE CHRISTMAS SONG,ALESSIA CARA,Holiday Stuff,2020-12-05,196346,30,canadian contemporary r&b,,,,,,,,,,,
SANTAS COMING FOR US,SIA,Everyday Is Christmas (Deluxe Edition),2018-11-01,206539,77,pop,,,,,,,,,,,
Tirana,GNR,Mosquito,1998-01-01,299733,25,portuguese rock,,,,,,,,,,,
WALK WITH ME,FELIX JAEHN & SHOUSE,Walk With Me,2024-11-29,152535,59,edm,,,,,,,,,,,
Tears,Tyla,Tears,2024-10-09,150000,60,"",,,,,,,,,,,
WHITE CHRISTMAS,LADY GAGA,A Very Gaga Holiday,2011-11-22,202133,43,art pop,,,,,,,,,,,
Foi Feitiço,"André Sardet, Carolina Deslandes",Foi Feitiço,2022-09-23,238163,27,classic portuguese pop,,,,,,,,,,,
Cinco e Meia,"Khiaro, Átoa",Cinco e Meia,2024-11-29,160880,29,"",,,,,,,,,,,
Told You So,"Martin Garrix, Jex",Told You So,2024-11-22,187031,73,dutch edm,,,,,,,,,,,
Siga,LEFT.,Limbo,2024-11-05,151300,10,"",,,,,,,,,,,
I WONT HOLD YOU BACK,TOTO,Toto IV,1982-04-08,293306,56,album rock,,,,,,,,,,,
Estrelas nos Olhos,Calema,Estrelas Nos Olhos,2024-11-29,181967,45,musica santomense,,,,,,,,,,,
Ma Chérie,"Mickael Carreira, Syro",Ma Chérie,2024-11-29,172366,53,portuguese pop,,,,,,,,,,,
Too Much To Say,JoJo,Too Much To Say,2024-11-20,173741,53,dance pop,,,,,,,,,,,
You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),1986-08-12,280000,73,classic rock,,,,,,,,,,,
Imagina,Nuno Ribeiro,Imagina,2024-11-29,163988,39,portuguese pop,,,,,,,,,,,
Waste,"Myles Smith, James Bay",A Minute...,2024-11-08,211400,66,singer-songwriter pop,,,,,,,,,,,
Parece Que Foi Hoje,"Mónica Teotónio, Tiago Nogueira",Parece Que Foi Hoje,2024-12-06,204885,18,"",,,,,,,,,,,
Empty Bench,David Kushner,Empty Bench,2024-12-06,186093,54,gen z singer-songwriter,,,,,,,,,,,
SQUABBLE UP,KENDRICK LAMAR,GNX,2024-11-22,157992,91,conscious hip hop,,,,,,,,,,,
Luther,"Kendrick Lamar, SZA",GNX,2024-11-22,177598,91,conscious hip hop,,,,,,,,,,,
ZEZE,Kodak Black ,Dying to Live,2018-12-14,228759,74,florida drill,,,,,,,,,,,
Fim da Noite,"Kappa Jotta, Bispo",FIM DA NOITE,2024-11-22,214065,54,hip hop tuga,,,,,,,,,,,
ALL I WANT FOR CHRISTMAS IS,MICHAEL BUBLÉ,Christmas (Deluxe Special Edition),2011-10-24,174085,69,adult standards,,,,,,,,,,,
Todagente,Da Weasel ,3º Capítulo + Remixes,1997-01-01,239133,27,hip hop tuga,,,,,,,,,,,
LAST CHRISTMAS,JAMES TW,Last Christmas,2018-12-07,218266,53,british singer-songwriter,,,,,,,,,,,
THATS SO TRUE,GRACIE ABRAMS,The Secret of Us (Deluxe),2024-10-18,166300,95,alt z,,,,,,,,,,,
Last Christmas,Alanis Morissette,Last Christmas,2023-11-03,221411,40,canadian pop,,,,,,,,,,,
Dentro da Hilux,Luan Pereira ,DENTRO DA HILUX,2023-08-24,163013,66,agronejo,,,,,,,,,,,
IMAGINA,NUNO RIBEIRO,Imagina,2024-11-29,163988,39,portuguese pop,,,,,,,,,,,
HOW COULD AN ANGEL BREAK MY HEART,TONI BRAXTON,Greatest Hits,1997-11-08,261866,52,smooth jazz,,,,,,,,,,,
NICE TO MEET YOU,MYLES SMITH,A Minute...,2024-11-08,176000,81,singer-songwriter pop,,,,,,,,,,,
ILL BE HOME FOR CHRISTMAS,MABEL,Loneliest Time Of Year,2020-11-20,195266,34,pop,,,,,,,,,,,
Christmas Everyday,Brandy,Christmas With Brandy,2023-11-10,206851,56,contemporary r&b,,,,,,,,,,,
Mudar a Canção,"Marisa Liz, Paulo de Carvalho, Simone de Oliveira, Alex D' Alva Teixeira, Carlão, Diogo Piçarra, Iolanda, Bárbara Tinoco, Cláudia Pascoal, Sara Correia, Luís Trigacheiro, Neyna",Mudar A Canção,2024-12-10,187924,0,"",,,,,,,,,,,
Changes,XXXTentacion ,?,2018-03-16,121886,74,emo rap,,,,,,,,,,,
SUDDENLY,BILLY OCEAN,Suddenly (Expanded Edition),1984-09-12,234706,57,disco,,,,,,,,,,,
ONE MOMENT IN TIME,WHITNEY HOUSTON,Whitney The Greatest Hits,2000-05-16,285000,58,dance pop,,,,,,,,,,,
THE MOST BEAUTIFUL GIRL IN THE WORLD,PRINCE,The Gold Experience,1995-09-26,265320,55,funk,,,,,,,,,,,
Happy Xmas (War Is Over),Alanis Morissette,Happy Xmas (War Is Over),2020-11-27,202773,33,canadian pop,,,,,,,,,,,
You Make It Feel Like Christmas,"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas,2017-10-06,156773,79,dance pop,,,,,,,,,,,
Kid At Christmas,"Calum Scott, Christina Perri",Kid At Christmas,2024-10-25,213828,46,pop,,,,,,,,,,,
CARELESS WHISPER,GEORGE MICHAEL,Careless Whisper EP,2024-10-18,303494,76,new wave pop,,,,,,,,,,,
DESPECHA,Rosalía ,MOTOMAMI +,2022-09-09,156787,76,pop,,,,,,,,,,,
I WISH,JOEL CORRY feat. MABEL,I Wish (feat. Mabel),2021-10-29,181728,56,dance pop,,,,,,,,,,,
TEARS,TYLA,Tears,2024-10-09,150000,60,"",,,,,,,,,,,
ITS CHRISTMAS AFTER ALL,SKAAR,"It's Christmas After All (From the Original Netflix Series ""Home For Christmas"")",2019-11-08,283386,43,norwegian indie,,,,,,,,,,,
Drip too Hard,Lil Baby ,Drip Harder,2018-10-05,145542,78,atl hip hop,,,,,,,,,,,
Nobody Knows,Shawn Mendes,Shawn,2024-11-15,152239,63,canadian pop,,,,,,,,,,,
QUEM ES TU,VAN ZEE & FRANKIEONTHEGUITAR,Quem És Tu?,2024-12-11,160601,0,hip hop tuga,,,,,,,,,,,
CHRISTMAS TIME,BRYAN ADAMS,Christmas EP,2019-11-15,243057,66,canadian pop,,,,,,,,,,,
RIGHT TO BE WRONG,JOSS STONE,Mind Body & Soul,2004-01-01,280960,54,british soul,,,,,,,,,,,
Limbo,Daddy Yankee ,Prestige,2012-01-01,224693,73,latin hip hop,,,,,,,,,,,
PARECE QUE FOI HOJE,"MÓNICA TEOTÓNIO, TIAGO NOGUEIRA",Parece Que Foi Hoje,2024-12-06,204885,22,"",,,,,,,,,,,
CUSTA ACEITAR,"IVO LUCAS, NONINHO NAVARRO",Custa Aceitar,2024-11-29,191020,37,portuguese pop,,,,,,,,,,,
fim da noite,"kappa jotta, bispo",FIM DA NOITE,2024-11-22,214065,54,hip hop tuga,,,,,,,,,,,
SIGN YOUR NAME,TERENCE TRENT DARBY,Introducing The Hardline According To Sananda Maitreya,1987-07-06,276533,56,"",,,,,,,,,,,
WINTER WONDERLAND,LAUREN DAIGLE,Behold: The Complete Set,2023-09-29,177510,47,ccm,,,,,,,,,,,
Tempo,FRANKIEONTHEGUITAR,Tempo,2020-02-28,250169,51,hip hop tuga,,,,,,,,,,,
JUST TAKE MY HEART,MR BIG,Lean Into It (30th Anniversary Edition),1991-01-01,263840,47,glam metal,,,,,,,,,,,
SANTA IS ME,COCO JONES,Coco By The Fireplace,2024-11-22,161684,47,pop r&b,,,,,,,,,,,
Chakras,Ivandro ,Trovador,2024-02-16,195764,52,hip hop tuga,,,,,,,,,,,
I WANT YOU THIS CHRISTMAS,SAWEETIE,Dear Big Santa,2024-11-01,175951,42,cali rap,,,,,,,,,,,
HELLO,LIONEL RICHIE,Can't Slow Down,1983-01-01,246933,66,soft rock,,,,,,,,,,,
Imagina,FRANKIEONTHEGUITAR,Imagina,2021-02-26,223100,51,hip hop tuga,,,,,,,,,,,
EMPTY YOUR POCKETS,JUICE WRLD,The Party Never Ends 2.0,2024-11-30,135653,82,chicago rap,,,,,,,,,,,
HOLD ON MY HEART,GENESIS,We Can't Dance (2007 Remaster),1991-11-11,277853,57,album rock,,,,,,,,,,,
MAYBE THIS CHRISTMAS,"MICHAEL BUBLÉ, CARLY PEARCE",Maybe This Christmas,2024-11-18,208747,63,adult standards,,,,,,,,,,,
WHITE CHRISTMAS,BING CROSBY with V of BTS,White Christmas (with V of BTS),2024-12-06,173033,83,j-division,,,,,,,,,,,
Põe-te Na Minha Pele,"João Só, Carolina de Deus",Põe-Te Na Minha Pele,2024-12-13,166360,0,musica portuguesa contemporanea,,,,,,,,,,,
Taste,Sabrina Carpenter ,Short n' Sweet,2024-08-23,157279,92,pop,,,,,,,,,,,
FLYING HOME FOR CHRISTMAS,POLISHED,Flying Home For Christmas,2024-11-08,206080,12,"",,,,,,,,,,,
Winter Wonderland,Jewel,Joy: A Holiday Collection,1999-11-02,218880,39,alaska indie,,,,,,,,,,,
una noche en medellín,cris mj ,Una Noche en Medellín,2022-01-21,153750,77,mambo chileno,,,,,,,,,,,
JUST THE WAY YOU ARE,BARRY WHITE,Barry White - The Collection,1988-09-12,289106,61,disco,,,,,,,,,,,
PINHEIRO DE NATAL,"ANJOS, BUBA ESPINHO",Estrelas De Natal,2022-10-21,157933,11,portuguese pop,,,,,,,,,,,
SWIM,BECKY HILL x MK,Swim (Becky Hill x MK),2024-11-29,215629,53,pop dance,,,,,,,,,,,
Irreplaceable,Beyoncé,B'Day Deluxe Edition,2007-05-29,227853,69,pop,,,,,,,,,,,
Para lá das 8,"Nuno Ribeiro, Rogg",Nuno Ribeiro,2019-07-05,202040,30,portuguese pop,,,,,,,,,,,
Insatisfação,Márcia,Quarto Crescente,2015-06-15,229867,21,musica portuguesa contemporanea,,,,,,,,,,,
Tudo no Amor,Clã,Véspera,2020-05-22,259293,27,portuguese rock,,,,,,,,,,,
A Lot,21 Savage ,i am > i was,2018-12-21,288624,76,atl hip hop,,,,,,,,,,,
Antes,Anuel AA ,Los Dioses,2021-01-22,206586,53,reggaeton,,,,,,,,,,,
Touching Toes,Olivia Dean,Touching Toes,2024-11-15,132000,66,pop soul,,,,,,,,,,,
Quinta-Feira,doismileoito,Pés Frios,2011-10-03,214253,23,portuguese indie,,,,,,,,,,,
Walk em Down,NLE Choppa ,Top Shotta,2020-08-07,173288,70,memphis hip hop,,,,,,,,,,,
BODY TALK,ALOK feat. CLEMENTINE DOUGLAS,Body Talk (feat. Clementine Douglas),2024-12-06,132017,63,electro house,,,,,,,,,,,
Si Antes Te Hubiera Conocido,Karol G ,Si Antes Te Hubiera Conocido,2024-06-21,195824,92,reggaeton,,,,,,,,,,,
Picky,Joey Montana ,Picky Back To The Roots,2016-09-09,182746,63,latin pop,,,,,,,,,,,
Acordar,Plutónio ,Acordar,2024-05-24,197862,58,hip hop tuga,,,,,,,,,,,
Quem És Tu?,"Van Zee, FRANKIEONTHEGUITAR",Quem És Tu?,2024-12-11,160601,45,hip hop tuga,,,,,,,,,,,
De Novo,Vitor Kley,De Novo,2024-12-06,165034,45,"",,,,,,,,,,,
MY WORLD,CALUM SCOTT,My World,2024-10-04,203650,58,pop,,,,,,,,,,,
I'm still Standing,Elton John,Too Low For Zero,1983-05-30,183440,81,glam rock,,,,,,,,,,,
BURNING DOWN,ALEX WARREN with JOE JONAS,Burning Down (with Joe Jonas),2024-12-06,179437,69,gen z singer-songwriter,,,,,,,,,,,
Pilantra,"Jão, Anitta",Pilantra,2023-03-13,192708,60,pop nacional,,,,,,,,,,,
Lose You to Love Me,Selena Gomez,Rare,2020-01-10,206458,75,pop,,,,,,,,,,,
LUTHER,KENDRICK LAMAR & SZA,GNX,2024-11-22,177598,91,conscious hip hop,,,,,,,,,,,
KIDS AT CHRISTMAS,SCOUTING FOR GIRLS,Kids at Christmas Pt.2,2020-12-04,248289,12,talent show,,,,,,,,,,,
BARBIE,DJ TUTO & DJ GLENNER,Barbie,2024-10-18,192755,85,funk consciente,,,,,,,,,,,
BURNING DOWN,"ALEX WARREN, JOE JONAS",Burning Down (with Joe Jonas),2024-12-06,179437,69,gen z singer-songwriter,,,,,,,,,,,
SLAVE TO LOVE,BRYAN FERRY,Boys And Girls,1985-01-01,266333,67,glam rock,,,,,,,,,,,
O NOSSO BEIJO,MATIAS DAMÁSIO,O Nosso Beijo,2021-01-08,236617,38,kizomba,,,,,,,,,,,
MTG QUEM NÃO QUER SOU EU,DJ TOPO ,MTG QUEM NÃO QUER SOU EU,2024-05-10,123692,75,deboxe,,,,,,,,,,,
Everglow,Coldplay,A Head Full of Dreams,2015-12-04,282693,66,permanent wave,,,,,,,,,,,
ILL STAND BY YOU,PRETENDERS,Last of the Independents,1994-06-01,240760,68,album rock,,,,,,,,,,,
BEAUTIFUL PEOPLE,"ED SHEERAN, KHALID",No.6 Collaborations Project,2019-07-12,197866,69,pop,,,,,,,,,,,
Don Don,Daddy Yankee ,Gargolas 3,2001-07-13,170004,69,reggaeton,,,,,,,,,,,
FIELDS OF GOLD,STING,Ten Summoner's Tales,1993-03-01,222120,73,permanent wave,,,,,,,,,,,
TOXIC TILL THE END,ROSE,rosie,2024-12-06,156685,85,k-pop,,,,,,,,,,,
SHES LIKE THE WIND,PATRICK SWAYZE,Dirty Dancing (Original Motion Picture Soundtrack),1987-09-24,232906,65,yacht rock,,,,,,,,,,,
CHRISTMAS SONG,SEAL,Standards (Deluxe),2017-11-10,217662,33,british soul,,,,,,,,,,,
Livin' la Vida Loca,Ricky Martin ,Ricky Martin,1999-01-01,243160,72,latin pop,,,,,,,,,,,
EL CIELO,TINI,el cielo,2024-12-05,188671,71,latin pop,,,,,,,,,,,
Million Dollar Baby,Tommy Richman ,MILLION DOLLAR BABY,2024-04-26,155151,87,chill abstract hip hop,,,,,,,,,,,
Roleta Russa,Valete ,Serviço Público,2006-07-14,417080,39,hip hop tuga,,,,,,,,,,,
AVALON,ROXY MUSIC,Avalon,1982-05-01,256840,62,art rock,,,,,,,,,,,
Ink,Coldplay,Ghost Stories,2014-05-16,228373,56,permanent wave,,,,,,,,,,,
ARCHANGEL,OLLY ALEXANDER,Archangel,2024-12-13,202336,53,dance pop,,,,,,,,,,,
Sem Ti,Slow J,Afro Fado,2023-11-24,155614,52,hip hop tuga,,,,,,,,,,,
Porfa [remix],Feid ,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech)",2020-06-26,333800,58,colombian pop,,,,,,,,,,,
GREATEST LOVE OF ALL,WHITNEY HOUSTON,Whitney Houston,1985-02-14,297877,66,dance pop,,,,,,,,,,,
SLAVE,TYGA,Slave,2024-12-06,138450,56,hip hop,,,,,,,,,,,
HEAVEN,BRYAN ADAMS,Reckless (30th Anniversary / Deluxe Edition),1984-11-05,243360,77,canadian pop,,,,,,,,,,,
Paraíso,Diogo Piçarra,Abrigo - EP,2018-05-28,236000,43,portuguese pop,,,,,,,,,,,
José,Miguel Araújo,28 Noites Ao Vivo Nos Coliseus,2018-06-08,225813,16,fado,,,,,,,,,,,
Balada Astral,"Miguel Araújo, Inês Viterbo",Crónicas Da Cidade Grande,2014-04-21,206794,35,portuguese pop,,,,,,,,,,,
KEEP ME HONEST,MICHAEL MARCAGI,Keep Me Honest,2024-12-13,190890,59,"",,,,,,,,,,,
Nha Cretcheu (Meu Amor),Sara Tavares,Mi Ma Bo,1999-11-17,260213,21,morna,,,,,,,,,,,
Tata,Slow J ,Afro Fado,2023-11-24,159751,59,hip hop tuga,,,,,,,,,,,
Por Um Triz,Carolina Deslandes,Por Um Triz,2021-03-07,183426,26,portuguese pop,,,,,,,,,,,
Chuva,Mariza,Fado Em Mim,2001-01-01,244506,39,fado,,,,,,,,,,,
Para Nunca Mais Mentir,Ornatos Violeta,O Monstro Precisa De Amigos,1999-01-01,183760,28,portuguese rock,,,,,,,,,,,
Paixão,Blackout,Blackout,1995-01-01,314506,11,"",,,,,,,,,,,
LAST CHRISTMAS,LUKAS GRAHAM,Last Christmas,2022-10-21,215348,46,danish pop,,,,,,,,,,,
Bem Me Quer,Joana Almeirante,Bem Me Quer,2020-11-20,167240,16,musica portuguesa contemporanea,,,,,,,,,,,
"SAY YOU, SAY ME",LIONEL RICHIE,Dancing On The Ceiling (Expanded Edition),1986-01-01,241066,69,soft rock,,,,,,,,,,,
Volando [remix],Mora ,Volando (Remix),2021-07-08,273474,73,trap latino,,,,,,,,,,,
LOVE ON THE ROCKS,NEIL DIAMOND,In My Lifetime,1996-10-29,217800,45,adult standards,,,,,,,,,,,
SHOW ME,NE-YO,Show Me,2024-12-13,217417,59,dance pop,,,,,,,,,,,
Fortnight,Taylor Swift ,THE TORTURED POETS DEPARTMENT,2024-04-18,228965,84,pop,,,,,,,,,,,
Whats Poppin,Jack Harlow ,Sweet Action,2020-03-13,139741,71,deep underground hip hop,,,,,,,,,,,
Jesus to a Child,George Michael,Older,1996-05-13,411146,58,new wave pop,,,,,,,,,,,
Better Man,Pearl Jam,Vitalogy,1994-11-22,268586,65,alternative metal,,,,,,,,,,,
AGAINST ALL ODDS (TAKE A LOOK AT ME NOW),PHIL COLLINS,The Singles (Expanded),2016-10-14,206360,75,rock drums,,,,,,,,,,,
I DONT WANT TO TALK ABOUT IT,ROD STEWART,Atlantic Crossing,1975-01-01,288266,63,mellow gold,,,,,,,,,,,
Otro Trago,Sech ,Otro Trago (Remix),2019-07-26,287773,66,panamanian pop,,,,,,,,,,,
MESSY,LOLA YOUNG,Messy,2024-05-30,284068,83,uk pop,,,,,,,,,,,
L-O-V-E,Nat King Cole,L-O-V-E,1965-01-11,155306,73,adult standards,,,,,,,,,,,
Santa Claus Is Coming To Town,Lady Gaga,Santa Claus Is Coming To Town,2024-12-16,119639,62,art pop,,,,,,,,,,,
SOMEBODY TO LOVE (LIVE),GEORGE MICHAEL [+] QUEEN,Greatest Hits III,1999-11-09,307360,43,classic rock,,,,,,,,,,,
IF YOU LEAVE ME NOW,CHICAGO,Chicago X,1976-06-14,235373,75,album rock,,,,,,,,,,,
Blank Space,Taylor Swift,1989 (Deluxe),2014-01-01,231826,79,pop,,,,,,,,,,,
LOVE NWANTITI,CKAY feat. DJ YO! & AXEL,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],2021-09-09,188368,69,afro r&b,,,,,,,,,,,
NUMBER ONE GIRL,ROSÉ,number one girl,2024-11-22,216442,83,k-pop,,,,,,,,,,,
Angel,Sarah McLachlan,Surfacing,1997-09-01,270400,63,canadian pop,,,,,,,,,,,
CHRISTMAS DAY,DIDO,Greatest Hits,2021-08-13,242626,56,dance pop,,,,,,,,,,,
DRIVING HOME FOR CHRISTMAS,CHRIS REA,The Works,2007-11-10,240213,79,soft rock,,,,,,,,,,,
Here Comes Santa Claus,Bob Dylan,Christmas In The Heart,2009-10-13,155733,50,classic rock,,,,,,,,,,,
WINTER WONDERLAND,TONY BENNETT,Snowfall: The Tony Bennett Christmas Album,1968-10-06,133213,78,adult standards,,,,,,,,,,,
HARD TO SAY IM SORRY,CHICAGO,Chicago 16 (Expanded & Remastered),1982-06-07,304213,66,album rock,,,,,,,,,,,
CHRISTMAS MUST BE SOMETHING MORE,TAYLOR SWIFT,The Taylor Swift Holiday Collection,2008-12-02,232146,56,pop,,,,,,,,,,,
SANTA BABY,KYLIE MINOGUE,A Kylie Christmas,2010-11-30,202546,70,australian dance,,,,,,,,,,,
O TEU NATAL,MIGUEL ANGELO,O Teu Natal,2013-10-21,223096,3,"",,,,,,,,,,,
WONDERFUL CHRISTMASTIME,PAUL MCCARTNEY,McCartney II (Special Edition),1980-05-16,227653,88,classic rock,,,,,,,,,,,
JINGLE BELL ROCK,HALL & OATES,Jingle Bell Rock,1983-11-01,126360,81,album rock,,,,,,,,,,,
THE CHRISTMAS SONG,NATALIE COLE,The Christmas Song (Expanded Edition),1962-01-01,224293,64,adult standards,,,,,,,,,,,
WHITE CHRISTMAS,MICHAEL BUBLE [+] SHANIA TWAIN,Christmas (Deluxe Special Edition),2011-10-24,218465,72,adult standards,,,,,,,,,,,
LIL SNOWMAN,MARIAH CAREY,Merry Christmas (Deluxe Anniversary Edition),2019-11-01,198560,43,dance pop,,,,,,,,,,,
FELIZ NAVIDAD,"JOSE FELICIANO , RANDY EDELMAN",Surviving Christmas (Original Motion Picture Soundtrack),2004-01-01,186506,17,latin pop,,,,,,,,,,,
LET IT SNOW LET IT SNOW LET IT SNOW,DEAN MARTIN,A Winter Romance,1959-01-01,117146,92,adult standards,,,,,,,,,,,
ONLY THING I GET FOR CHRISTMAS,JUSTIN BIEBER,Under The Mistletoe (Deluxe Edition),2011-01-01,192160,61,canadian pop,,,,,,,,,,,
PLEASE COME HOME FOR CHRISTMAS,BON JOVI,A Very Special Christmas 2,1992-10-20,172933,67,hard rock,,,,,,,,,,,
Pupila,"Anavitória, Vitor Kley",Pupila,2019-07-05,202287,67,folk brasileiro,,,,,,,,,,,
DECEMBER 25TH,CHARLIE PUTH,December 25th,2024-11-08,231245,71,pop,,,,,,,,,,,
HAPPY CHRISTMAS (WAR IS OVER),CELINE DION,Christmas Hits,2019-12-13,254706,57,canadian pop,,,,,,,,,,,
GLORY OF LOVE,PETER CETERA,Solitude / Solitaire,1986-01-01,258333,72,soft rock,,,,,,,,,,,
WINTER WONDERLAND,JASON MRAZ,A Very Special Christmas 7,2010-01-01,127733,58,acoustic pop,,,,,,,,,,,
WHAT CHRISTMAS MEANS TO ME,PAUL YOUNG,A Very Special Christmas 2,1992-10-20,172933,48,mellow gold,,,,,,,,,,,
UNDER THE TREE,ED SHEERAN,Under the Tree (from “That Christmas”),2024-11-26,242826,77,pop,,,,,,,,,,,
SILENT NIGHT,JEWEL,Joy: A Holiday Collection,1999-11-02,187693,40,alaska indie,,,,,,,,,,,
SANTA CLAUS IS COMING TO TOWN,SUPREMES,Merry Christmas,1965-11-01,161200,32,adult standards,,,,,,,,,,,
Hungry Heart [live at Nassau Coliseum Uniondale NY December 1980],Bruce Springsteen,Bruce Springsteen & The E Street Band Live 1975-85,1986-11-10,267973,34,heartland rock,,,,,,,,,,,
NASCEU O AMOR (FIRST NOEL),CUCA ROSETA,Luz de Natal,2018-11-30,163986,17,fado,,,,,,,,,,,
HERE (FOR CHRISTMAS),LUKAS GRAHAM,HERE (For Christmas),2019-11-08,240689,59,danish pop,,,,,,,,,,,
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,148485,79,piano rock,,,,,,,,,,,
OH CHRISTMAS TREE,DAVID FONSECA,Christmas Songs Vol 1,2020-12-04,227413,16,portuguese rock,,,,,,,,,,,
CHRISTMAS ALL OVER AGAIN,TOM PETTY,A Very Special Christmas 2,1992-10-20,254200,68,album rock,,,,,,,,,,,
THESE ARE THE SPECIAL TIMES,CELINE DION,These are Special Times,1998-10-30,247840,53,canadian pop,,,,,,,,,,,
PRESÉPIO DE LATA,RUI VELOSO,Avenidas,1998-01-01,255706,14,portuguese rock,,,,,,,,,,,
I SAW THREE SHIPS,STING,A Very Special Christmas 3,1997-09-23,103800,51,permanent wave,,,,,,,,,,,
WHITE CHRISTMAS,ONEREPUBLIC,White Christmas,2018-11-09,126513,53,piano rock,,,,,,,,,,,
1100 Cegonhas,Dillaz ,1100 Cegonhas,2018-06-12,235200,47,hip hop tuga,,,,,,,,,,,
Problema,Daddy Yankee ,PROBLEMA,2021-02-26,184506,55,latin hip hop,,,,,,,,,,,
My Old Santa Claus,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,204325,61,pop,,,,,,,,,,,
Santa's Coming for Us,Sia,Everyday Is Christmas (Deluxe Edition),2018-11-01,206539,83,pop,,,,,,,,,,,
THE CHRISTMAS SONG,PAUL MCCARTNEY,Holidays,2020-11-20,215466,50,classic rock,,,,,,,,,,,
I'll Be Home For Christmas,Camila Cabello,I'll Be Home For Christmas,2022-11-04,178427,61,dance pop,,,,,,,,,,,
Hark! The Herald Angels Sing,Pentatonix,That's Christmas To Me (Deluxe Edition),2015-10-30,192573,65,a cappella,,,,,,,,,,,
Winter Paradise,Destiny's Child,8 Days Of Christmas,2001-10-30,216200,41,dance pop,,,,,,,,,,,
The Christmas Song,Charice,A Very Special Christmas 7,2010-01-01,240880,27,"",,,,,,,,,,,
It's Beginning To Look A Lot Like Christmas,Brett Eldredge,Glow,2016-10-28,174560,63,contemporary country,,,,,,,,,,,
Santa Baby,The Pussycat Dolls,Stickwitu,2005-09-13,180453,48,dance pop,,,,,,,,,,,
What Christmas Means to Me,Joss Stone,"Merry Christmas, Love",2022-09-30,191932,41,british soul,,,,,,,,,,,
Coracão De Gelo,Wiu ,Manual de Como Amar Errado,2022-11-29,168000,66,trap brasileiro,,,,,,,,,,,
It's Christmas Time Again,Jessica Simpson,ReJoyce The Christmas Album,2004-11-17,188000,47,dance pop,,,,,,,,,,,
Here this Christmas,Gwen Stefani,You Make It Feel Like Christmas (Deluxe Edition - 2020),2020-10-23,178311,48,dance pop,,,,,,,,,,,
All I Want for Christmas Is You,Fifth Harmony,All I Want for Christmas Is You,2014-11-17,228933,52,girl group,,,,,,,,,,,
THE CHRISTMAS SONG,MICHAEL BUBLÉ,Christmas (Deluxe Special Edition),2011-10-24,260095,70,adult standards,,,,,,,,,,,
The Christmas Song (Chestnuts Roasting on an Open Fire),Celine Dion,These are Special Times,1998-10-30,253200,45,canadian pop,,,,,,,,,,,
SANTA BABY,EARTHA KITT,Heavenly Eartha,2002-01-01,206066,85,torch song,,,,,,,,,,,
